uparAma	Pum
upala	Pum
upalabDi	Stri
upalamBa	Pum
upalA	Stri
upavana	Napumsaka
upavartana	Napumsaka
upavAsa	Pum
upavizA	Stri
upavIta	Napumsaka
upaSalya	Napumsaka
upaSAya	Pum
upasaNKyAna	Napumsaka
upasara	Pum
upasarga	Pum
upasarjana	Napumsaka
upasaryA	Stri
upasUryaka	Napumsaka
upaskara	Pum
upasTa	Pum
upasparSa	Pum
upahAra	Pum
upahvara	Napumsaka
upAkaraRa	Napumsaka
upAkfta	Pum
upAtyaya	Pum
upAdAna	Napumsaka
upADi	Pum
upADyAya	Pum
upADyAyA	Stri
upADyAyAnI	Stri
upADyAyI	Stri
upAnah	Stri
upAyana	Napumsaka
upAsaNga	Pum
upAsana	Napumsaka
upAsanA	Stri
upAhita	Pum
upendra	Pum
upodakA	Stri
upodDAta	Pum
uBa	Pum
uBa	Napumsaka
uBaya	Pum
